Collection,Weapon,Skin,Quality,Steam Market API URL
"Glove Case","G3SG1","Stinger","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Stinger%20(Factory%20New)"
"Glove Case","Dual Berettas","Royal Consorts","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Royal%20Consorts%20(Factory%20New)"
"Glove Case","Sawed-Off","Wasteland Princess","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Wasteland%20Princess%20(Factory%20New)"
"Glove Case","P90","Shallow Grave","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Shallow%20Grave%20(Factory%20New)"
"Glove Case","FAMAS","Mecha Industries","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Mecha%20Industries%20(Factory%20New)"
"Glove Case","M4A4","Buzz Kill","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Buzz%20Kill%20(Factory%20New)"
"Glove Case","SSG 08","Dragonfire","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Dragonfire%20(Factory%20New)"
"Spectrum Case","PP-Bizon","Jungle Slipstream","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Jungle%20Slipstream%20(Factory%20New)"
"Spectrum Case","SCAR-20","Blueprint","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Blueprint%20(Factory%20New)"
"Spectrum Case","Desert Eagle","Oxide Blaze","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Oxide%20Blaze%20(Factory%20New)"
"Spectrum Case","Five-SeveN","Capillary","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Capillary%20(Factory%20New)"
"Spectrum Case","MP7","Akoben","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Akoben%20(Factory%20New)"
"Spectrum Case","P250","Ripple","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Ripple%20(Factory%20New)"
"Spectrum Case","Sawed-Off","Zander","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Zander%20(Factory%20New)"
"Spectrum Case","Galil AR","Crimson Tsunami","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Crimson%20Tsunami%20(Factory%20New)"
"Spectrum Case","M249","Emerald Poison Dart","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Emerald%20Poison%20Dart%20(Factory%20New)"
"Spectrum Case","MAC-10","Last Dive","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Last%20Dive%20(Factory%20New)"
"Spectrum Case","UMP-45","Scaffold","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Scaffold%20(Factory%20New)"
"Spectrum Case","XM1014","Seasons","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Seasons%20(Factory%20New)"
"Spectrum Case","AWP","Fever Dream","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Fever%20Dream%20(Factory%20New)"
"Spectrum Case","CZ75-Auto","Xiangliu","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Xiangliu%20(Factory%20New)"
"Spectrum Case","M4A1-S","Decimator","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Decimator%20(Factory%20New)"
"Spectrum Case","AK-47","Bloodsport","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Bloodsport%20(Factory%20New)"
"Spectrum Case","USP-S","Neo-Noir","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Neo-Noir%20(Factory%20New)"
"Operation Hydra Case","USP-S","Blueprint","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Blueprint%20(Factory%20New)"
"Operation Hydra Case","FAMAS","Macabre","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Macabre%20(Factory%20New)"
"Operation Hydra Case","M4A1-S","Briefing","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Briefing%20(Factory%20New)"
"Operation Hydra Case","MAC-10","Aloha","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Aloha%20(Factory%20New)"
"Operation Hydra Case","MAG-7","Hard Water","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Hard%20Water%20(Factory%20New)"
"Operation Hydra Case","Tec-9","Cut Out","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Cut%20Out%20(Factory%20New)"
"Operation Hydra Case","UMP-45","Metal Flowers","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Metal%20Flowers%20(Factory%20New)"
"Operation Hydra Case","AK-47","Orbit Mk01","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Orbit%20Mk01%20(Factory%20New)"
"Operation Hydra Case","P2000","Woodsman","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Woodsman%20(Factory%20New)"
"Operation Hydra Case","P250","Red Rock","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Red%20Rock%20(Factory%20New)"
"Operation Hydra Case","P90","Death Grip","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Death%20Grip%20(Factory%20New)"
"Operation Hydra Case","SSG 08","Death's Head","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SSG%2008%20%7C%20Death's%20Head%20(Factory%20New)"
"Operation Hydra Case","Dual Berettas","Cobra Strike","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Cobra%20Strike%20(Factory%20New)"
"Operation Hydra Case","Galil AR","Sugar Rush","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Sugar%20Rush%20(Factory%20New)"
"Operation Hydra Case","M4A4","Hellfire","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Hellfire%20(Factory%20New)"
"Operation Hydra Case","Five-SeveN","Hyper Beast","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Hyper%20Beast%20(Factory%20New)"
"Operation Hydra Case","AWP","Oni Taiji","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Oni%20Taiji%20(Factory%20New)"
"Spectrum 2 Case","MAC-10","Oceanic","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Oceanic%20(Factory%20New)"
"Spectrum 2 Case","Sawed-Off","Morris","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Morris%20(Factory%20New)"
"Spectrum 2 Case","SCAR-20","Jungle Slipstream","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Jungle%20Slipstream%20(Factory%20New)"
"Spectrum 2 Case","Five-SeveN","Capillary","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Capillary%20(Factory%20New)"
"Spectrum 2 Case","AUG","Triqua","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Triqua%20(Factory%20New)"
"Spectrum 2 Case","G3SG1","Hunter","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Hunter%20(Factory%20New)"
"Spectrum 2 Case","Tec-9","Cracked Opal","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Cracked%20Opal%20(Factory%20New)"
"Spectrum 2 Case","Glock-18","Off World","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Off%20World%20(Factory%20New)"
"Spectrum 2 Case","MP9","Goo","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Goo%20(Factory%20New)"
"Spectrum 2 Case","SG 553","Phantom","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Phantom%20(Factory%20New)"
"Spectrum 2 Case","XM1014","Ziggy","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Ziggy%20(Factory%20New)"
"Spectrum 2 Case","UMP-45","Exposure","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Exposure%20(Factory%20New)"
"Spectrum 2 Case","CZ75-Auto","Tacticat","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Tacticat%20(Factory%20New)"
"Spectrum 2 Case","PP-Bizon","High Roller","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20High%20Roller%20(Factory%20New)"
"Spectrum 2 Case","R8 Revolver","Llama Cannon","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Llama%20Cannon%20(Factory%20New)"
"Spectrum 2 Case","M4A1-S","Leaded Glass","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Leaded%20Glass%20(Factory%20New)"
"Spectrum 2 Case","AK-47","The Empress","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20The%20Empress%20(Factory%20New)"
"Spectrum 2 Case","P250","See Ya Later","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20See%20Ya%20Later%20(Factory%20New)"
"Clutch Case","SG 553","Aloha","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Aloha%20(Factory%20New)"
"Clutch Case","MP9","Black Sand","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Black%20Sand%20(Factory%20New)"
"Clutch Case","XM1014","Oxide Blaze","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Oxide%20Blaze%20(Factory%20New)"
"Clutch Case","P2000","Urban Hazard","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Urban%20Hazard%20(Factory%20New)"
"Clutch Case","R8 Revolver","Grip","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Grip%20(Factory%20New)"
"Clutch Case","Five-SeveN","Flame Test","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Flame%20Test%20(Factory%20New)"
"Clutch Case","PP-Bizon","Night Riot","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Night%20Riot%20(Factory%20New)"
"Clutch Case","Nova","Wild Six","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Wild%20Six%20(Factory%20New)"
"Clutch Case","Negev","Lionfish","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Negev%20%7C%20Lionfish%20(Factory%20New)"
"Clutch Case","MAG-7","SWAG-7","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20SWAG-7%20(Factory%20New)"
"Clutch Case","UMP-45","Arctic Wolf","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Arctic%20Wolf%20(Factory%20New)"
"Clutch Case","Glock-18","Moonrise","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Moonrise%20(Factory%20New)"
"Clutch Case","USP-S","Cortex","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Cortex%20(Factory%20New)"
"Clutch Case","AUG","Stymphalian","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Stymphalian%20(Factory%20New)"
"Clutch Case","AWP","Mortis","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Mortis%20(Factory%20New)"
"Clutch Case","MP7","Bloodsport","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Bloodsport%20(Factory%20New)"
"Clutch Case","M4A4","Neo-Noir","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Neo-Noir%20(Factory%20New)"
"Horizon Case","Dual Berettas","Shred","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Shred%20(Factory%20New)"
"Horizon Case","R8 Revolver","Survivalist","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Survivalist%20(Factory%20New)"
"Horizon Case","MP9","Capillary","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Capillary%20(Factory%20New)"
"Horizon Case","AUG","Amber Slipstream","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Amber%20Slipstream%20(Factory%20New)"
"Horizon Case","Tec-9","Snek-9","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Snek-9%20(Factory%20New)"
"Horizon Case","P90","Traction","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Traction%20(Factory%20New)"
"Horizon Case","Glock-18","Warhawk","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Warhawk%20(Factory%20New)"
"Horizon Case","Nova","Toy Soldier","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Toy%20Soldier%20(Factory%20New)"
"Horizon Case","G3SG1","High Seas","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20High%20Seas%20(Factory%20New)"
"Horizon Case","MP7","Powercore","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Powercore%20(Factory%20New)"
"Horizon Case","CZ75-Auto","Eco","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=CZ75-Auto%20%7C%20Eco%20(Factory%20New)"
"Horizon Case","AWP","PAW","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20PAW%20(Factory%20New)"
"Horizon Case","FAMAS","Eye of Athena","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Eye%20of%20Athena%20(Factory%20New)"
"Horizon Case","Sawed-Off","Devourer","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Devourer%20(Factory%20New)"
"Horizon Case","M4A1-S","Nightmare","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A1-S%20%7C%20Nightmare%20(Factory%20New)"
"Horizon Case","Desert Eagle","Code Red","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Code%20Red%20(Factory%20New)"
"Horizon Case","AK-47","Neon Rider","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Neon%20Rider%20(Factory%20New)"
"Danger Zone Case","MP9","Modest Threat","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Modest%20Threat%20(Factory%20New)"
"Danger Zone Case","Glock-18","Oxide Blaze","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Oxide%20Blaze%20(Factory%20New)"
"Danger Zone Case","Nova","Wood Fired","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Wood%20Fired%20(Factory%20New)"
"Danger Zone Case","M4A4","Magnesium","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20Magnesium%20(Factory%20New)"
"Danger Zone Case","Sawed-Off","Black Sand","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Sawed-Off%20%7C%20Black%20Sand%20(Factory%20New)"
"Danger Zone Case","SG 553","Danger Close","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SG%20553%20%7C%20Danger%20Close%20(Factory%20New)"
"Danger Zone Case","Tec-9","Fubar","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Fubar%20(Factory%20New)"
"Danger Zone Case","G3SG1","Scavenger","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Scavenger%20(Factory%20New)"
"Danger Zone Case","Galil AR","Signal","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Signal%20(Factory%20New)"
"Danger Zone Case","MAC-10","Pipe Down","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Pipe%20Down%20(Factory%20New)"
"Danger Zone Case","P250","Nevermore","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Nevermore%20(Factory%20New)"
"Danger Zone Case","USP-S","Flashback","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=USP-S%20%7C%20Flashback%20(Factory%20New)"
"Danger Zone Case","UMP-45","Momentum","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Momentum%20(Factory%20New)"
"Danger Zone Case","Desert Eagle","Mecha Industries","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Mecha%20Industries%20(Factory%20New)"
"Danger Zone Case","MP5-SD","Phosphor","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Phosphor%20(Factory%20New)"
"Danger Zone Case","AK-47","Asiimov","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Asiimov%20(Factory%20New)"
"Danger Zone Case","AWP","Neo-Noir","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Neo-Noir%20(Factory%20New)"
"Prisma Case","FAMAS","Crypsis","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Crypsis%20(Factory%20New)"
"Prisma Case","AK-47","Uncharted","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Uncharted%20(Factory%20New)"
"Prisma Case","MAC-10","Whitefish","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Whitefish%20(Factory%20New)"
"Prisma Case","Galil AR","Akoben","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Galil%20AR%20%7C%20Akoben%20(Factory%20New)"
"Prisma Case","MP7","Mischief","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Mischief%20(Factory%20New)"
"Prisma Case","P250","Verdigris","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Verdigris%20(Factory%20New)"
"Prisma Case","P90","Off World","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Off%20World%20(Factory%20New)"
"Prisma Case","AWP","Atheris","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Atheris%20(Factory%20New)"
"Prisma Case","Tec-9","Bamboozle","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Bamboozle%20(Factory%20New)"
"Prisma Case","Desert Eagle","Light Rail","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Desert%20Eagle%20%7C%20Light%20Rail%20(Factory%20New)"
"Prisma Case","MP5-SD","Gauss","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Gauss%20(Factory%20New)"
"Prisma Case","UMP-45","Moonrise","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Moonrise%20(Factory%20New)"
"Prisma Case","R8 Revolver","Skull Crusher","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Skull%20Crusher%20(Factory%20New)"
"Prisma Case","AUG","Momentum","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Momentum%20(Factory%20New)"
"Prisma Case","XM1014","Incinegator","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=XM1014%20%7C%20Incinegator%20(Factory%20New)"
"Prisma Case","Five-SeveN","Angry Mob","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Angry%20Mob%20(Factory%20New)"
"Prisma Case","M4A4","The Emperor","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M4A4%20%7C%20The%20Emperor%20(Factory%20New)"
"CS20 Case","Tec-9","Flash Out","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Tec-9%20%7C%20Flash%20Out%20(Factory%20New)"
"CS20 Case","SCAR-20","Assault","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Assault%20(Factory%20New)"
"CS20 Case","Dual Berettas","Elite 1.6","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Elite%201.6%20(Factory%20New)"
"CS20 Case","MAG-7","Popdog","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAG-7%20%7C%20Popdog%20(Factory%20New)"
"CS20 Case","MAC-10","Classic Crate","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MAC-10%20%7C%20Classic%20Crate%20(Factory%20New)"
"CS20 Case","FAMAS","Decommissioned","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Decommissioned%20(Factory%20New)"
"CS20 Case","Glock-18","Sacrifice","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Glock-18%20%7C%20Sacrifice%20(Factory%20New)"
"CS20 Case","M249","Aztec","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Aztec%20(Factory%20New)"
"CS20 Case","Five-SeveN","Buddy","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Five-SeveN%20%7C%20Buddy%20(Factory%20New)"
"CS20 Case","UMP-45","Plastique","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=UMP-45%20%7C%20Plastique%20(Factory%20New)"
"CS20 Case","P250","Inferno","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P250%20%7C%20Inferno%20(Factory%20New)"
"CS20 Case","MP5-SD","Agent","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Agent%20(Factory%20New)"
"CS20 Case","P90","Nostalgia","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P90%20%7C%20Nostalgia%20(Factory%20New)"
"CS20 Case","AUG","Death by Puppy","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Death%20by%20Puppy%20(Factory%20New)"
"CS20 Case","MP9","Hydra","Classified","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP9%20%7C%20Hydra%20(Factory%20New)"
"CS20 Case","FAMAS","Commemoration","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=FAMAS%20%7C%20Commemoration%20(Factory%20New)"
"CS20 Case","AWP","Wildfire","Covert","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AWP%20%7C%20Wildfire%20(Factory%20New)"
"Shattered Web Case","Nova","Plume","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Nova%20%7C%20Plume%20(Factory%20New)"
"Shattered Web Case","G3SG1","Black Sand","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=G3SG1%20%7C%20Black%20Sand%20(Factory%20New)"
"Shattered Web Case","R8 Revolver","Memento","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=R8%20Revolver%20%7C%20Memento%20(Factory%20New)"
"Shattered Web Case","M249","Warbird","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=M249%20%7C%20Warbird%20(Factory%20New)"
"Shattered Web Case","SCAR-20","Torn","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=SCAR-20%20%7C%20Torn%20(Factory%20New)"
"Shattered Web Case","MP5-SD","Acid Wash","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP5-SD%20%7C%20Acid%20Wash%20(Factory%20New)"
"Shattered Web Case","Dual Berettas","Balance","Mil-Spec","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=Dual%20Berettas%20%7C%20Balance%20(Factory%20New)"
"Shattered Web Case","PP-Bizon","Embargo","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=PP-Bizon%20%7C%20Embargo%20(Factory%20New)"
"Shattered Web Case","P2000","Obsidian","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=P2000%20%7C%20Obsidian%20(Factory%20New)"
"Shattered Web Case","MP7","Neon Ply","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=MP7%20%7C%20Neon%20Ply%20(Factory%20New)"
"Shattered Web Case","AUG","Arctic Wolf","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AUG%20%7C%20Arctic%20Wolf%20(Factory%20New)"
"Shattered Web Case","AK-47","Rat Rod","Restricted","https://steamcommunity.com/market/priceoverview/?appid=730&market_hash_name=AK-47%20%7C%20Rat%20Rod%20(Factory%20New)"
